AB.A.delta.h.T3,AB.A.delta.l.T4,AB.A.delta.c.F7,AB.A.delta.g.F8,AB.B.theta.h.T3,AB.B.theta.l.T4,AB.B.theta.c.F7,AB.B.theta.g.F8,AB.C.alpha.h.T3,AB.C.alpha.l.T4,AB.C.alpha.c.F7,AB.C.alpha.g.F8,AB.D.beta.h.T3,AB.D.beta.l.T4,AB.D.beta.c.F7,AB.D.beta.g.F8,AB.E.highbeta.h.T3,AB.E.highbeta.l.T4,AB.E.highbeta.c.F7,AB.E.highbeta.g.F8,AB.F.gamma.h.T3,AB.F.gamma.l.T4,AB.F.gamma.c.F7,AB.F.gamma.g.F8,COH.A.delta.h.T3.l.T4,COH.A.delta.c.F7.g.F8,COH.B.theta.h.T3.l.T4,COH.B.theta.c.F7.g.F8,COH.C.alpha.h.T3.l.T4,COH.C.alpha.c.F7.g.F8,COH.D.beta.h.T3.l.T4,COH.D.beta.c.F7.g.F8,COH.E.highbeta.h.T3.l.T4,COH.E.highbeta.c.F7.g.F8,COH.F.gamma.h.T3.l.T4,COH.F.gamma.c.F7.g.F8
16.749808,29.043807,20.426798,21.842174,13.103891,21.200788,14.423182,19.874233,8.586911,15.938097,11.835522,15.359524,15.802682,19.898563,11.189296,17.776996,3.66628,3.267104,2.296682,3.101798,2.723034,1.958941,1.31227,1.68106,1.996022,6.100688,2.510636,18.736849,2.826765,30.941532,0.036861,16.022206,4.689962,28.500537,11.123424,35.971678
21.864656,17.370563,24.445491,27.949204,10.528214,9.465476,11.246009,14.15436,10.021424,8.781025,9.441062,11.477463,12.300778,12.073503,13.507711,16.434952,0.873604,0.9407,0.993894,1.499479,0.579557,0.637214,0.718454,1.000787,7.6698,24.378168,6.031566,29.604863,2.417805,33.730978,1.54005,19.829063,1.043623,6.766013,3.437935,11.816925
6.3237,12.298609,10.803148,14.528886,4.964538,11.544608,8.538226,12.166561,8.4191,19.556378,18.124874,21.88995,8.754668,14.766817,16.329669,16.494528,1.585844,1.373174,3.373562,1.924872,1.3486,0.902568,2.671428,1.29873,7.322187,24.195484,13.195074,54.594068,38.550293,84.843149,8.212834,43.09865,10.435077,31.268765,14.489109,36.262322
7.972263,17.525366,12.565844,22.510103,4.500697,10.335849,7.528766,13.614364,5.866349,16.886895,12.309589,23.924289,7.511223,10.584816,6.652332,11.242186,0.834393,1.295428,0.856893,1.551434,1.005797,0.620428,0.435123,0.682305,3.783569,4.564241,0.466944,16.938342,0.295487,30.615324,0.720637,10.684534,1.231046,8.215369,3.772076,12.325674
11.22703,6.228779,23.606439,7.645827,5.511631,3.749939,7.392764,4.611957,7.881883,5.279807,10.34413,9.163049,15.166493,14.716154,12.520579,13.969412,1.779145,2.107404,1.720898,2.022319,1.382892,1.443308,1.02687,1.036388,18.771982,18.290484,8.987658,23.931286,10.564553,63.363,8.120265,28.78875,28.556384,39.614196,36.828812,49.403218
5.129827,5.766187,7.994923,12.097278,2.774326,2.721909,4.207916,5.10343,5.790573,4.582209,7.95349,7.005847,6.284359,4.538654,6.555112,6.130446,0.757458,0.679668,0.844911,0.940123,0.425798,0.36473,0.435192,0.475182,3.110528,33.787577,0.984562,40.184544,0.653217,30.838224,0.948214,8.442265,4.949071,8.052052,1.671079,3.303428
16.482528,13.93233,18.522271,16.839109,9.469852,6.957067,10.988669,9.296291,5.486637,4.483931,6.207032,5.650972,6.421083,4.46995,7.717277,6.831235,0.765427,0.644175,0.923164,0.864579,0.368843,0.334231,0.399774,0.36807,1.434422,3.152456,4.220929,26.282974,31.071664,73.680624,31.529548,53.576408,53.640603,58.247131,55.181249,53.851411
20.892738,11.378795,16.901291,17.859026,12.538596,9.62327,13.532786,15.485054,21.037741,29.943356,33.559987,43.164244,28.411591,34.144806,47.831042,58.797393,1.33137,1.54532,2.167832,3.248961,0.471067,0.400827,0.565106,0.662626,26.310888,34.230895,10.813728,35.411214,13.585663,54.350863,11.056021,47.355573,15.284748,39.851291,18.080543,41.910016
12.09161,12.663476,19.709485,14.989608,7.388246,9.83153,14.645711,17.460459,8.326458,10.928513,11.551358,13.224736,6.958814,8.530643,9.322152,9.935938,0.648589,0.818272,1.065529,1.051118,0.311533,0.384166,0.516327,0.467803,0.51113,15.272746,0.306247,16.208474,0.361679,30.442098,1.522913,18.737495,2.428729,5.974868,4.80878,2.856855
8.957043,12.413843,15.3029,36.604712,4.66571,6.70384,7.169459,13.906705,3.628811,5.745179,5.448256,9.192131,4.148753,5.11776,6.177128,9.254218,0.273749,0.382945,0.490603,0.799012,0.144138,0.204132,0.259479,0.449092,20.479119,18.982688,18.97381,28.552041,36.628684,50.120049,12.634763,17.618699,60.065537,53.748893,76.729041,67.117546
9.429129,8.944092,12.588328,13.749743,4.251487,4.032903,5.772268,5.761178,16.265759,15.264231,22.541332,26.120027,8.287024,7.167166,6.265447,7.207238,1.437706,1.160931,0.848313,0.989235,0.907309,0.80318,0.506245,0.570208,0.534181,8.796017,3.555915,23.777195,14.235277,61.996593,4.686581,32.350296,14.46968,9.38545,36.261287,37.200772
13.959087,16.732858,16.627696,19.02297,13.752398,31.86576,31.503671,51.617129,13.093018,31.712073,18.759025,33.839675,10.143748,13.131271,11.842475,20.306322,1.935479,1.890286,2.309454,3.908041,1.675333,1.327168,1.654497,2.635302,3.812805,15.261713,0.059057,15.651903,2.800443,40.972231,1.590298,41.851381,1.189593,13.040257,0.982555,37.65521
16.350662,11.815652,23.056715,19.93177,7.451623,5.982511,10.894191,10.826784,9.364635,7.398432,14.855558,12.204426,8.106269,5.864837,8.824589,9.961721,1.224393,0.568086,0.799009,0.961685,1.929884,0.969391,1.161357,1.627158,7.528892,4.679653,7.196478,25.167857,15.235826,52.315663,4.071333,19.539209,5.784704,17.589737,4.561019,17.309102
10.782893,12.350618,14.731018,16.109486,5.75609,6.851905,7.169425,8.762754,3.306892,4.537631,4.370996,5.901534,4.259921,5.550518,5.792456,7.349153,0.556288,0.769699,0.920983,1.106132,0.336588,0.435418,0.430171,0.548882,10.028233,9.074463,12.693311,33.56838,11.307335,35.027962,16.250243,39.820484,65.249199,61.264866,74.556262,63.704872
10.406795,15.369309,12.000725,19.111064,5.690205,10.676073,7.991325,12.042999,4.046558,8.935958,5.421532,8.976175,5.23846,8.679214,6.570459,10.152916,0.602794,0.643075,0.758895,0.911839,0.28834,0.38748,0.328444,0.395634,11.465595,41.723088,9.379627,52.430904,7.035387,65.181739,2.323236,50.707915,10.567818,48.971163,17.050666,46.944074
7.538543,11.422239,9.899157,13.788542,12.71024,11.42072,13.832022,15.534637,17.425831,18.892114,14.378706,19.599953,20.5585,21.470485,24.015666,29.345192,1.525334,3.26516,4.287046,8.296247,0.667526,1.142552,1.512982,3.016931,11.923742,19.519404,15.031356,36.907843,4.90867,35.112784,1.417408,19.394844,8.507024,18.554119,10.374061,23.109552
10.434928,10.419266,16.308323,10.869372,4.865179,4.69847,6.073849,5.260254,3.61702,3.962425,4.503033,3.890653,3.625955,3.571337,4.265541,3.776661,0.530187,0.618955,0.761187,0.660289,0.238611,0.241217,0.331925,0.278604,5.822924,13.538926,8.000334,33.082791,20.623774,56.918956,17.185953,44.456963,23.791396,34.767723,21.48557,33.199856
3.733389,3.667666,4.137321,5.119691,1.957936,1.907601,2.438693,3.080087,4.527826,3.994205,5.194108,6.327328,17.169136,16.054838,23.227575,30.320419,4.209415,3.634041,4.86591,5.172068,7.772613,6.928916,8.467928,9.554169,23.640572,18.818954,13.143209,29.516413,13.904631,43.715724,15.393518,32.395968,14.186574,27.405546,37.891613,36.87684
9.383607,10.371993,16.790731,22.05158,4.527471,5.180663,6.718654,10.666521,4.601316,5.027953,6.309495,8.909812,10.229902,11.460066,14.710151,17.224177,1.632758,2.081883,2.385284,2.900606,1.683989,2.47743,2.742015,3.145058,16.979001,4.057642,17.777926,12.848126,25.217151,61.685196,16.449982,47.955075,20.863513,18.709302,39.610057,13.398084
28.233478,30.100206,36.555881,33.783527,24.581088,25.176887,31.017476,29.282037,24.187717,21.989245,34.322665,31.614829,19.271835,17.710996,23.146684,21.545304,2.02658,1.678059,2.141839,2.128235,1.261194,0.898038,1.107086,1.031707,6.946326,25.965539,2.68386,28.825186,2.192268,56.781359,6.483072,48.306288,28.703638,42.688726,35.799251,49.593425
8.544267,11.380023,14.95308,10.984455,5.168336,6.563873,9.1539,8.469058,9.46655,16.850847,15.212689,24.247943,9.873859,11.882689,14.056255,17.090439,1.02924,1.256214,1.527765,1.678584,0.618323,0.69766,1.004297,1.262861,16.209769,24.184657,16.015285,43.701129,17.624756,55.659461,25.620326,49.039277,45.930672,64.903819,46.904381,70.511527
17.198722,21.541506,19.87077,28.888905,8.241625,12.220357,10.975162,15.943672,9.444489,14.923519,13.084704,18.57627,9.574404,12.223581,10.711554,14.39381,0.78217,0.835,0.830421,1.154208,0.484604,0.446812,0.377101,0.526046,7.427246,26.789788,7.698599,37.622625,5.681701,39.697166,9.376017,27.998656,47.79857,45.667686,44.592307,42.051814
10.335374,13.078601,14.833092,21.202243,4.317841,6.297513,7.459867,9.079012,9.854705,7.667324,12.723694,9.447095,29.382573,11.49401,11.527785,8.417444,4.793865,2.905887,2.227588,1.864023,3.150305,1.842422,1.358535,1.019136,11.290753,31.207881,25.18249,58.050532,47.383442,84.291785,15.131119,64.833097,13.815158,29.747861,16.375534,31.479502
20.368726,22.59974,22.945155,25.361098,18.16868,25.367635,29.25958,30.642522,24.338258,50.485666,40.037349,51.005858,24.376159,35.375645,46.24185,50.952437,2.765753,2.618135,3.365607,3.009199,1.931117,1.237111,1.09983,1.263497,18.499415,33.714745,13.843237,34.994462,0.859307,25.637145,2.304734,18.947406,12.199542,25.661857,16.888676,33.715608
17.832463,8.596868,12.192245,10.115313,7.803974,4.462904,6.727178,6.241165,3.010683,2.440361,3.069207,2.938549,6.57824,5.256715,6.464819,6.625741,0.979921,0.847386,1.190425,1.105222,0.501901,0.462241,0.722093,0.581604,9.506774,17.013481,3.230678,29.205551,8.873217,57.959457,1.131935,23.725637,3.326891,14.103225,10.275998,18.792178
21.24893,18.556283,23.594105,17.673423,11.307932,10.050613,13.054784,9.482809,8.863054,7.795415,12.961497,9.075309,14.959632,7.277572,9.051433,7.226856,1.691399,0.816216,1.019501,0.836891,1.252384,0.491502,0.553126,0.537695,10.078893,26.266419,4.215847,19.920929,4.739895,39.238976,0.18277,12.470843,0.037448,4.003374,0.146731,1.910943
2.347532,4.038992,9.143756,5.223432,1.606329,1.604082,4.485531,3.325789,3.539237,3.954946,5.772259,4.935988,2.681564,2.958174,4.464855,5.113687,0.689207,0.721853,1.13379,1.327286,0.579239,0.60479,0.827788,1.257451,9.366207,28.990814,4.370678,26.721249,9.680514,33.986508,1.106919,9.349274,9.219668,18.627764,11.715603,26.875557
14.764691,5.303279,11.475885,8.691014,8.217524,3.571714,8.949231,7.507371,6.925932,3.305455,8.349812,7.673303,9.247476,6.051857,14.443258,11.930676,0.799615,1.175143,1.235628,1.25279,0.389394,0.874319,0.424393,0.396504,5.676783,27.401292,5.461911,25.713871,9.481479,48.178293,23.156545,48.045375,65.203549,74.932698,69.485841,80.408812
11.048792,10.561322,15.436353,18.045476,7.074583,8.369922,12.67545,14.41543,5.537684,10.135265,12.887286,14.725825,4.377331,5.483899,8.186797,9.037074,0.826739,0.969832,1.452915,1.496315,0.540396,0.643613,1.106843,0.990511,13.206528,35.565701,17.687453,46.618136,17.911645,60.680861,3.717612,35.924406,1.012951,33.13449,24.993402,62.711141
15.677128,9.204075,15.969745,10.38177,10.291655,4.368355,10.45853,6.036433,8.041795,2.892405,7.906724,4.016747,7.98949,3.941369,7.531972,5.366918,1.080941,0.686854,1.170765,1.073293,0.625969,0.48187,0.687798,0.769369,4.228263,15.777468,7.020174,20.872627,34.259151,60.3457,38.461627,57.17771,33.027255,32.755427,41.928118,65.847381
13.451991,11.916801,15.822599,14.713953,8.169397,7.415728,9.293098,9.186604,4.174286,3.672091,4.888281,4.451359,5.423053,5.086593,6.339148,5.971064,0.986649,0.885703,1.170306,1.077072,0.614404,0.582022,0.744475,0.655787,7.877383,23.628682,8.549432,25.145091,9.072102,43.318553,6.135814,42.541524,8.498666,38.972449,6.078846,61.6402
6.318901,9.299356,19.75409,14.269728,4.354395,7.417248,7.945214,9.206803,14.887713,20.34346,21.885682,26.444225,4.148123,5.862488,6.421093,7.133757,0.616482,0.725688,0.858568,0.959967,0.380957,0.396613,0.515651,0.483261,4.949253,12.651496,12.696203,37.142935,17.91972,49.401411,13.157096,47.629818,11.580718,28.162613,15.009915,40.084475
9.18566,18.155528,10.707178,11.064547,7.846618,8.665018,11.486426,9.12306,25.366606,16.868744,39.736998,30.852368,16.348175,11.998149,18.452958,14.770824,1.077544,1.265124,1.52968,1.612413,0.567598,0.777691,0.695801,0.730764,20.698778,16.481511,24.071208,47.391393,20.472808,73.601071,29.295957,55.162937,46.506955,56.491096,60.351566,67.959385
16.483678,18.127051,23.501583,29.145973,7.700164,6.923917,9.997288,13.924714,17.861692,13.919591,31.251776,24.654217,21.810228,36.338536,13.652939,13.703304,2.426464,4.035223,0.914248,1.387521,2.109377,3.124833,0.639528,0.754904,12.375518,22.27083,10.691405,33.255835,8.277033,30.698796,5.010764,15.180309,4.209817,12.73382,5.978735,17.458654
21.464314,14.269008,27.486217,22.886506,26.926293,17.143822,40.882084,38.740235,16.163217,12.692762,21.096594,20.798674,10.712879,7.65432,14.11169,13.282325,1.810578,1.796533,2.065245,2.283922,2.427684,2.473513,2.488893,2.625333,17.665186,15.158465,17.82673,36.783862,15.740795,61.33229,2.569196,31.741041,1.887879,13.548301,1.814275,32.239804
11.844742,11.531752,18.765985,19.739254,6.798123,9.218429,10.960988,13.435898,14.882453,36.404848,34.330296,53.058724,7.311256,8.86206,8.969989,11.59719,1.062596,1.029144,1.044772,1.280849,0.722783,0.700312,0.827211,1.01205,11.663144,26.874473,8.045242,27.219954,8.046871,44.72079,9.90109,18.738896,8.655579,21.716699,32.793501,32.649034
7.734058,8.937233,10.783598,13.40224,4.125959,6.309483,5.450374,8.337441,3.439967,4.818286,4.569995,6.577907,6.609335,10.709493,10.898911,14.092325,1.119124,1.881776,2.280023,2.918357,0.851734,1.588917,1.842187,2.705918,9.795876,10.467587,10.858371,22.206055,2.736989,8.775813,0.598278,2.354416,6.007744,8.595807,12.658885,14.07072
5.41778,4.032134,10.408358,8.429466,2.888612,2.835885,4.034306,4.275897,3.11981,4.777485,5.309505,7.903349,5.01389,4.167681,6.569526,6.403348,0.61371,0.460084,1.095837,0.792378,0.458063,0.309168,0.798004,0.532429,6.769634,13.870547,13.470846,25.213852,15.172976,53.899195,6.914096,21.736555,37.337135,34.898203,43.493168,32.365253
11.583645,7.315262,10.037548,13.171694,6.734097,5.960863,8.773253,14.976305,7.712262,6.820918,11.963398,17.66686,3.591461,4.467202,4.77956,8.904865,0.27111,0.366868,0.34374,0.657852,0.147568,0.133844,0.14372,0.209207,8.575304,57.068155,6.980987,64.21859,1.177878,59.948597,0.163882,44.767353,2.912695,48.288682,16.921362,64.848019
16.090937,12.247743,14.103173,17.036295,9.072995,9.085507,9.609378,11.383836,3.804448,3.813542,3.995903,4.490384,4.974428,4.040199,4.967487,4.304355,1.085302,0.685568,1.048381,0.725022,0.757907,0.532372,0.680377,0.475679,4.362668,3.905538,4.540828,16.207947,3.175558,24.892706,2.951297,19.389674,17.178054,45.392743,9.137868,27.37614
17.622089,31.084797,19.421935,20.441016,11.06581,18.71775,16.967188,14.0334,7.925673,12.746907,13.120422,12.415279,27.782732,30.334061,23.413847,19.833512,9.242872,9.489684,8.766604,7.716889,22.501935,25.266061,21.527817,16.864396,25.562241,1.606894,39.934834,32.25667,33.229307,54.411386,38.872744,35.723921,42.901632,30.333933,38.354876,32.243316
15.381608,32.323011,9.093785,28.382798,6.857735,14.38378,5.624139,14.500457,13.717342,19.937595,19.899719,29.61549,5.968775,11.280555,5.229434,10.792924,0.842123,1.305683,0.790522,1.30598,0.557699,0.807749,0.461084,0.79105,2.876867,5.407694,4.703717,14.205001,3.037683,51.394595,1.359401,25.01398,10.375471,17.414291,9.994366,20.650225
8.475695,7.03826,9.812171,10.906474,4.854808,4.265501,5.933533,6.294439,6.702513,13.384843,14.255394,17.917718,7.535301,6.982532,8.560864,8.785212,1.068352,0.883387,1.281932,1.141632,0.798208,0.521445,0.750375,0.667557,6.246992,10.694968,1.529535,9.326399,22.315653,59.31945,1.510037,13.548915,1.23461,6.682173,4.389395,6.75771
6.337573,6.354625,8.653219,8.44462,13.507194,9.261664,16.594817,19.781198,24.078516,17.348407,24.639792,26.25894,5.461651,5.540993,5.667827,7.195158,0.472342,0.431853,0.535593,0.747686,0.270026,0.257014,0.363399,0.638633,2.012971,24.020713,16.606002,45.916266,5.000744,33.676364,10.366522,21.915579,31.704102,11.37557,36.633238,15.929891
3.281024,5.370599,4.799625,8.679091,1.27217,4.184697,2.724498,6.277128,2.313681,5.483828,6.304929,10.532892,5.196799,11.798125,10.406935,18.977943,0.710334,1.268583,0.815835,1.800815,0.602639,0.899553,0.601486,1.226175,12.644549,16.02207,13.777263,35.350798,1.982217,27.310244,0.315968,11.048041,3.601352,8.166527,13.74354,8.548711
14.790514,12.241539,16.587508,15.882993,9.97555,6.793367,23.188821,12.532837,14.890895,15.391905,16.096684,19.041727,18.03055,16.924673,13.545048,18.539731,1.795906,1.715167,1.352394,1.974843,1.548544,1.606139,1.065498,1.530463,2.73299,1.736143,4.519504,22.140357,18.20246,51.771612,2.327634,29.084669,8.134243,33.477205,4.155035,30.310317
12.000299,15.590643,20.359911,24.41962,6.92609,9.572427,10.955707,13.238159,9.046034,11.349157,12.063629,14.255738,3.599988,5.518801,5.339135,6.714531,0.48165,0.694982,0.718962,0.86574,0.293684,0.414664,0.407583,0.478384,6.074513,25.489307,20.104187,44.171799,8.039831,34.998602,4.938688,22.349535,19.360092,34.333437,22.049438,34.065638
9.721372,6.427939,27.610552,9.510114,4.99345,3.997299,8.153544,4.760083,15.902694,15.157078,16.319345,19.999669,10.151998,8.156394,8.587926,8.761576,1.100361,0.811105,1.094433,1.036093,0.85601,0.687852,0.901078,0.777962,41.5774,75.71377,17.774495,64.310749,34.573122,70.098453,23.990195,60.68558,30.69952,48.816716,35.490466,51.002135
14.973833,5.50918,23.959739,9.68915,8.639615,3.423501,13.822409,6.433695,4.984828,2.132275,7.460258,3.934479,8.248151,2.98025,10.283688,4.51466,0.711747,0.350862,1.178933,0.608551,0.318281,0.193173,0.453491,0.281082,39.981479,7.961567,29.64842,47.953111,51.268539,87.16776,16.184052,37.18022,26.171167,19.293831,15.726316,14.112372
8.833552,10.514769,17.868604,24.199923,5.494205,5.647689,8.815468,9.760552,12.273404,20.497551,37.031899,51.651284,7.436697,6.101379,10.515929,9.775069,0.725721,0.541173,1.052491,0.811513,0.435234,0.307118,0.418648,0.370948,13.396619,22.898017,20.65955,3.056417,2.13533,3.611322,2.760023,2.937319,0.294279,8.723236,19.421168,32.305892
20.291774,12.030952,27.601137,21.192748,14.727984,11.56783,16.733973,16.934422,9.628179,10.316345,11.914802,14.190591,6.662323,3.964399,10.899482,7.22977,0.876081,0.519271,1.462977,1.024918,0.610121,0.353815,1.279502,0.734661,23.619493,50.284495,28.468543,49.46271,32.027758,76.393104,5.579964,28.147148,22.473257,25.899632,30.312423,37.424167
7.344921,6.57052,8.523665,12.512979,4.130448,2.954185,5.133757,7.012108,8.480188,6.444182,17.998458,26.610331,4.275582,3.603686,4.869167,6.682139,0.431003,0.410548,0.441549,0.505183,0.285565,0.312697,0.263341,0.337317,1.391366,7.46948,1.927983,30.028475,0.275638,14.324494,1.906235,12.846664,0.704465,13.108855,4.814399,26.473718
5.120129,7.67784,11.134327,17.810724,4.206592,4.909413,8.535737,10.516431,6.773438,10.111693,17.286126,19.236415,6.763542,11.618686,13.490074,17.587055,0.873639,1.412822,1.561223,2.159183,0.736338,1.178261,1.33158,1.69972,1.91641,13.894081,2.858428,13.297964,12.844932,61.133219,7.586769,41.157525,43.939292,64.936201,42.496167,68.225504
3.916476,8.557143,10.655696,10.98023,1.772118,8.218837,5.497983,9.471007,4.225143,14.156984,17.806412,23.425639,3.046254,13.305747,6.708668,12.982636,0.528769,1.225167,0.79016,1.186151,0.383192,0.89268,0.519016,0.789121,15.323434,16.49833,9.825839,27.596093,4.244078,25.110021,2.211032,18.089926,18.209948,20.392646,26.90268,33.669336
22.204342,15.959327,36.409261,25.807513,22.961688,14.793842,30.11209,24.873288,202.065483,162.177962,209.516098,231.484261,36.696198,25.061089,28.361529,36.004317,2.042866,1.436212,1.987646,2.458409,2.387049,1.383239,1.799305,2.144392,26.467313,31.082158,16.900861,40.883081,29.571468,56.505612,21.631936,45.438609,33.235335,40.059559,33.184571,40.199484
7.361229,10.92682,11.909705,13.563567,7.448107,15.028379,13.323584,21.386011,23.498845,56.34604,46.794679,70.493291,8.851912,17.490772,12.202995,19.536762,1.082189,1.819612,1.46169,1.991603,0.772098,1.21364,1.055036,1.280733,7.784345,13.311814,6.485565,23.624494,24.180051,80.634271,17.516542,52.298536,51.756568,62.294288,53.303489,71.398922
15.435633,19.900379,24.187823,42.678573,8.303668,11.188114,12.907005,15.707094,8.292766,14.152493,18.082725,21.243304,65.973655,12.237713,8.765645,12.147405,11.057875,1.736605,0.92675,1.391762,8.701572,0.769383,0.677996,0.718257,0.865138,13.839179,8.008519,39.546189,20.735107,70.836319,1.877568,34.94129,8.507303,49.222568,4.624472,48.989799
12.716528,7.826615,16.791148,8.837711,6.146568,6.368875,7.739922,7.783767,10.975214,12.876376,15.030346,17.306767,15.593904,14.25501,16.145797,17.601898,3.612009,3.182546,3.89126,3.89743,2.536336,2.090869,2.507684,2.126884,8.346663,12.834737,2.147746,17.051951,5.146361,37.118102,3.206524,18.378926,13.011043,10.282587,21.727931,21.267255
11.765521,13.490752,16.036437,16.1895,6.70128,8.796544,9.931713,11.029473,5.454915,8.870585,10.344214,13.209684,11.435037,11.160157,11.127472,12.263553,1.597432,1.316077,1.30621,1.406638,1.255416,0.94539,0.7275,0.738697,6.637217,20.601809,3.03377,30.256819,5.09404,48.898166,1.603612,13.572979,1.385598,10.782655,2.968109,13.015212
9.732261,8.889742,22.805547,14.789915,5.341699,5.626921,10.513743,9.701146,7.142523,9.599903,17.228279,19.549409,6.017434,6.128127,11.559875,11.073871,0.442898,0.347042,0.942742,0.597018,0.220135,0.18702,0.534607,0.335942,31.214749,49.435428,8.795933,41.119848,0.127263,21.909491,15.277946,35.819799,21.694516,51.462985,25.991997,63.898508
16.175597,17.531954,22.108656,27.709745,11.704502,13.211798,14.437957,19.826851,14.368162,17.025341,16.121144,25.073213,9.668829,13.161949,11.95962,20.572349,1.384899,2.198983,2.022758,3.969777,0.530708,0.790579,0.924017,1.647839,15.664767,17.693012,3.919401,18.834851,8.525147,53.321071,6.283014,69.234286,15.893096,82.259602,11.847913,82.917333
