AB.A.delta.h.T3,AB.A.delta.l.T4,AB.A.delta.c.F7,AB.A.delta.g.F8,AB.B.theta.h.T3,AB.B.theta.l.T4,AB.B.theta.c.F7,AB.B.theta.g.F8,AB.C.alpha.h.T3,AB.C.alpha.l.T4,AB.C.alpha.c.F7,AB.C.alpha.g.F8,AB.D.beta.h.T3,AB.D.beta.l.T4,AB.D.beta.c.F7,AB.D.beta.g.F8,AB.E.highbeta.h.T3,AB.E.highbeta.l.T4,AB.E.highbeta.c.F7,AB.E.highbeta.g.F8,AB.F.gamma.h.T3,AB.F.gamma.l.T4,AB.F.gamma.c.F7,AB.F.gamma.g.F8,COH.A.delta.h.T3.l.T4,COH.A.delta.c.F7.g.F8,COH.B.theta.h.T3.l.T4,COH.B.theta.c.F7.g.F8,COH.C.alpha.h.T3.l.T4,COH.C.alpha.c.F7.g.F8,COH.D.beta.h.T3.l.T4,COH.D.beta.c.F7.g.F8,COH.E.highbeta.h.T3.l.T4,COH.E.highbeta.c.F7.g.F8,COH.F.gamma.h.T3.l.T4,COH.F.gamma.c.F7.g.F8
26.127977,35.436669,24.331503,40.48616,14.23837,18.397793,12.113945,20.484635,6.996782,9.600443,5.844032,8.898678,14.461648,15.698091,9.737492,14.959222,3.433058,3.294052,2.558916,3.439296,7.819104,6.062003,4.50876,6.122135,14.613795,10.277461,16.819604,27.827249,5.405967,38.991749,8.643311,46.190267,1.184335,9.15974,6.33055,14.240305
14.909955,9.848434,12.477107,17.323805,9.465501,9.898074,11.63052,15.822874,7.555292,9.396252,8.820657,10.475813,7.039601,5.138814,5.356469,7.127065,1.841718,0.840361,1.034192,1.261195,2.845138,1.026482,1.17895,1.442921,6.65044,1.821225,1.970983,19.572628,12.953729,71.941999,3.023626,30.817843,9.687775,25.811981,10.879754,37.3223
5.421229,6.018124,9.15544,7.578225,2.870707,4.11644,4.707996,4.924242,4.189984,9.892737,6.473033,9.817213,4.516283,10.01996,5.98383,7.190167,1.102419,1.833712,1.319455,1.340671,1.946506,4.741454,2.238195,2.279414,5.907297,0.50237,11.227794,32.086054,7.630037,66.110276,5.843249,20.566717,12.141887,12.699726,27.272473,24.719041
7.840026,9.825765,18.36647,13.572092,3.58273,4.96845,6.790342,7.105716,6.032542,11.118606,8.858733,11.875525,14.222051,16.098307,17.875109,19.465743,7.613406,6.900861,15.529838,13.788758,6.825437,5.450924,11.214423,8.521396,37.10843,14.210162,38.332233,34.647752,24.265238,66.05664,30.837513,50.116284,47.211185,39.552189,62.52122,54.56875
53.353397,31.151329,56.604087,31.024333,13.398967,22.831923,26.91615,19.166769,5.925144,8.103559,9.103877,5.481482,7.916503,13.05689,12.70552,7.587422,1.759067,2.755016,2.772072,1.386731,2.606078,5.920498,3.04649,2.175162,42.283585,59.971721,32.279519,62.126533,44.083652,79.363903,25.200728,57.369847,31.56679,53.140439,25.373853,60.031588
11.979061,12.506963,17.116746,17.723313,9.573032,9.68203,11.500479,12.840374,5.328301,4.884788,5.327224,5.612441,7.135009,5.632537,7.725041,7.672653,1.855488,1.19445,1.983056,1.805406,3.36928,2.125309,2.956514,2.693675,20.961073,38.604314,19.212918,42.936931,16.302849,54.718814,1.646036,25.873573,3.278994,14.83993,11.131531,22.834752
8.564802,12.621457,22.412514,21.773043,7.492362,11.538078,16.348673,18.235302,16.784629,17.607299,32.382994,30.684657,15.235331,10.162534,9.598426,11.674576,6.226264,2.740549,2.267705,2.913341,10.631615,4.336861,3.733546,4.998269,50.661541,51.487409,25.896628,45.364535,12.508049,63.986624,4.052741,31.92933,3.292647,13.294717,5.287766,40.03689
6.364798,5.893576,6.782099,6.137905,2.784832,2.784416,4.125466,3.767005,1.870922,2.017021,2.775497,2.740228,7.001489,5.050412,5.554001,6.357636,2.824976,1.328517,1.251696,1.52675,3.144291,1.546668,1.863081,1.857922,16.754399,15.718445,14.113959,19.698797,11.39295,24.798351,9.027497,19.996194,20.853248,26.567306,30.972385,32.542913
23.296028,16.888036,23.09792,24.007013,9.931292,11.194531,17.148924,20.56411,8.59495,11.283618,16.659482,18.243458,10.545786,11.758631,15.560892,19.303209,1.331045,1.384496,1.757969,2.155135,1.693763,1.489085,1.724798,1.976352,21.569065,16.842529,8.101084,10.382962,19.215405,62.224056,2.816631,16.519664,6.237589,22.062774,6.502082,7.04087
24.775049,23.319456,32.253396,28.548568,9.846736,8.496003,11.943504,10.256781,4.539131,5.015834,6.109446,5.441052,9.860515,6.865699,10.486802,12.457049,2.813068,1.233711,2.301982,3.414352,4.872458,1.731468,3.326272,4.763381,10.813277,10.562397,0.252349,28.548196,2.881765,48.618616,0.353383,38.372722,0.027957,14.673296,1.266687,15.261666
11.972052,14.670246,25.418292,22.142902,7.884169,9.269129,11.647827,11.96609,5.897543,6.475991,8.204954,8.472347,26.537785,24.322965,34.435898,32.53555,9.156048,7.73676,11.846276,10.595982,17.571969,15.114613,22.468674,20.131862,1.036143,8.299783,0.96447,29.347573,8.145826,51.676598,1.208639,15.62199,0.387585,3.17491,0.81813,5.704021
10.707947,9.966358,16.033709,11.112701,7.212787,6.186098,11.512528,8.637458,21.240383,40.179589,46.724389,35.827408,12.613332,10.248339,19.018501,16.514731,2.163066,1.329123,2.60124,1.826196,3.675012,2.093021,3.980277,2.558684,61.214708,53.41334,44.199138,53.427964,19.978096,48.279643,13.839954,28.189051,14.371444,23.569061,13.582018,38.518427
8.517325,13.404613,18.83622,16.303321,3.619139,6.401166,8.39842,8.411031,3.053352,5.249662,5.756682,6.569702,3.316031,7.458333,5.854229,8.024166,0.706141,1.532043,1.258388,1.672908,1.236101,2.325089,1.933632,2.991281,4.817818,8.09437,0.828754,3.030785,4.088953,55.763154,11.184623,39.813763,40.411525,35.264344,40.306936,26.837885
8.754732,10.781969,11.875576,11.243118,4.226252,5.772667,5.410236,6.806563,5.888033,10.043723,7.020089,9.472009,7.323599,7.694254,6.147821,7.773621,2.054116,1.731851,1.536479,1.483698,3.800493,3.121986,2.599666,2.468793,9.868561,32.605376,14.565097,27.709804,13.917293,39.186262,2.375053,17.841658,11.691244,15.680877,2.892673,6.52722
9.392421,9.81716,19.229832,11.345418,4.534124,6.887845,7.608163,8.055025,26.879819,37.41245,44.357958,55.471738,6.968759,12.441587,8.858833,10.213492,1.221687,1.12232,1.035128,1.014866,1.815935,1.289513,1.546831,1.225803,4.014182,8.6154,5.142034,7.732139,19.34434,46.072717,1.206299,10.143957,8.194122,10.375876,17.828459,19.466932
4.911165,4.877599,7.462528,7.269046,2.486975,3.246532,3.897982,4.72753,2.083001,3.068704,3.19278,3.982128,2.269878,2.637501,2.96454,3.613179,0.45938,0.47365,0.642999,0.611363,0.749373,0.713508,0.931996,0.759823,60.82596,36.673464,74.908786,60.339978,50.521556,58.798358,42.539893,48.714657,44.213028,45.21796,57.3783,58.728524
10.104225,6.267414,13.999293,7.537139,6.753606,5.523243,8.457881,6.222915,6.322783,5.485603,6.950279,5.284243,6.978422,7.693971,5.564636,5.388065,2.656113,2.21741,2.453494,2.351622,3.975036,3.936529,3.287711,2.969464,13.583478,15.156203,14.183151,12.722208,11.344877,21.644829,4.325331,14.6357,3.660354,16.375376,17.59538,22.935719
6.427657,4.72551,12.79611,7.792178,4.39981,5.274959,8.097259,6.755423,4.542484,7.631029,8.624749,7.724286,8.004088,7.966223,8.0563,11.667523,2.119101,1.613106,1.642014,2.545686,3.84046,2.918154,2.211929,4.385552,8.436328,13.593301,16.505045,31.311932,39.325257,78.249633,5.06575,26.81792,1.032934,13.046659,2.944275,13.449401
10.272149,10.981834,14.733513,14.266402,7.736996,10.474491,10.216719,12.56423,14.008382,20.142373,19.661275,26.587066,43.763846,19.289553,12.61931,15.857225,14.021982,7.263854,3.645987,3.751123,29.982222,14.005148,6.054064,7.123228,33.915683,30.764619,30.434225,47.733111,77.456204,94.165652,41.030545,53.501935,57.023507,54.469186,62.600819,62.642066
7.327949,8.009799,19.39736,21.978943,7.722744,8.280818,17.665373,22.188963,17.493204,29.574597,72.039544,98.74854,4.413256,4.308623,9.476992,11.984824,1.115192,1.030425,4.36153,4.46153,0.807223,0.517162,1.796742,1.570206,0.254285,10.114732,2.011002,10.263286,14.760201,5.466944,6.527496,4.166494,0.624432,6.997983,11.588081,18.951689
13.461191,9.634545,32.308792,25.493712,11.071418,7.519944,18.68757,14.98196,41.16156,31.795636,62.685319,56.011639,15.850696,9.140077,13.406569,12.027881,4.924882,1.825534,2.353756,1.805404,8.376277,3.162147,3.94964,3.048595,27.530412,35.376504,27.404756,49.564539,4.348876,37.453923,20.067971,45.990257,31.334207,54.573063,59.188913,59.673181
8.285666,19.082478,18.8072,27.132109,3.658358,6.964637,7.616898,8.748633,4.516856,18.309053,11.428255,18.970969,4.538537,10.117008,10.51025,15.389293,0.841293,1.411328,1.622903,2.503893,1.027142,2.070799,1.736652,2.428513,10.192114,18.177833,15.746388,36.98356,36.197416,68.290128,12.014667,30.974639,17.341104,28.070742,20.062532,37.551123
10.044354,7.956786,16.676674,12.126499,6.38506,5.039987,8.85231,7.216148,13.209521,9.910102,22.059375,18.671296,10.67914,9.243691,13.891862,12.051789,1.668777,1.397028,2.321346,1.96371,2.19174,1.726266,3.03319,2.507761,14.730196,36.263362,8.661745,38.430437,11.475004,28.147774,6.214364,18.073837,29.943951,55.126723,35.572343,59.698361
15.708683,19.335429,23.723741,28.290036,11.349197,15.934903,17.880969,25.375536,18.041458,30.523225,27.071107,34.241684,6.301759,9.224971,8.318878,10.829136,1.017761,1.272271,1.399176,1.756334,1.414912,1.64812,1.786862,1.988012,1.5448,1.094137,4.063391,4.3278,27.153404,39.760972,56.492936,45.402246,68.894751,36.060569,63.881603,36.271875
10.097856,19.10327,21.406082,25.692413,4.155443,8.727487,7.172887,9.656698,4.33078,8.756961,9.824109,14.729528,3.888032,7.054027,5.163705,7.464615,0.788883,1.254791,1.018141,1.354878,1.207958,1.692851,1.53863,1.922888,29.886165,22.221322,8.678297,32.958831,6.583502,38.904126,5.68606,36.025346,5.349121,17.572331,8.261159,24.524954
12.849896,16.053588,14.850302,16.871601,9.152959,12.832906,11.959779,14.518579,14.527911,28.917429,18.499497,28.524066,25.424829,25.000855,18.474913,27.3619,5.10254,3.253246,3.193195,5.279458,10.856285,4.47846,4.555929,8.395096,2.799516,5.353212,0.690343,23.935182,4.219175,50.944305,0.048071,15.79447,2.397047,10.340614,4.996394,6.059088
20.827455,15.1812,29.127517,23.605372,8.724049,10.73561,12.581972,13.775425,7.163331,9.726613,11.326301,12.946054,6.700952,8.830048,8.918506,10.38311,2.211421,2.965411,2.379103,2.995209,2.993527,4.397957,3.201364,4.530167,54.031501,38.015432,30.609799,53.415396,43.110543,87.383962,42.193904,59.364398,69.453121,65.379279,75.453527,67.151746
9.744512,7.742289,14.89604,11.971456,4.759325,3.655223,5.563377,4.833317,2.13736,2.472842,2.473994,2.705395,3.20468,3.377652,3.279345,4.086937,0.564934,0.368766,0.464786,0.499996,0.752867,0.53108,0.730911,0.660513,3.620071,2.060281,2.687474,2.581668,26.844295,48.59846,3.584423,21.282156,3.772844,13.722735,3.47936,7.003703
11.102099,7.285927,17.994298,9.167371,4.116647,4.301591,8.788377,4.510705,3.031956,4.530576,6.068647,4.232097,6.297609,16.617859,10.546507,13.553941,2.141025,6.421397,4.175281,5.318009,3.793541,11.267296,6.41913,10.267718,3.707666,17.769131,12.525394,26.719171,11.071021,50.523514,2.006676,19.295592,7.687468,9.61296,30.501237,29.61209
10.360599,7.800643,26.166722,13.382105,4.840382,5.501443,8.338003,7.259725,4.225448,5.528351,5.875747,7.064213,7.505073,9.74035,10.90593,11.835348,1.716063,1.281122,2.901824,2.046014,2.157707,1.586182,3.293518,1.803195,23.899266,25.611885,23.186779,51.375724,19.971932,75.519369,18.3975,51.222927,32.955072,46.941175,48.482409,61.394522
5.672446,11.830966,17.56779,17.834574,3.344459,6.039657,9.029709,8.813424,6.36637,10.606489,10.572206,9.70478,3.960394,12.247828,10.087271,8.048119,0.817039,5.904519,3.21227,1.336313,1.234649,5.046522,4.595911,2.034318,12.7497,25.062729,9.220151,28.728791,5.948104,37.11959,7.408476,20.868338,11.207238,17.211826,31.223672,40.401428
3.682023,4.874595,8.411089,7.985939,2.561035,4.154473,5.128157,5.872777,5.776323,13.506129,12.24265,17.549127,7.43311,8.809248,5.572376,8.251479,1.650829,1.086994,1.238606,1.344437,2.728439,1.284539,1.362316,1.636426,25.484919,14.712244,26.950191,26.035449,21.246589,48.364677,21.357125,30.710091,47.494631,40.145427,52.930711,45.014908
7.448875,9.447939,25.716234,16.482881,3.769638,5.414209,9.113048,8.723075,2.44574,4.172439,5.519227,6.018144,8.095871,9.457787,6.939983,10.077162,1.6779,1.712113,1.297683,1.864635,4.491569,2.06799,1.902727,2.227411,13.996552,6.670835,14.715579,18.857227,32.862798,81.05262,6.006853,35.145568,12.282348,26.158523,5.687208,25.802425
4.170111,4.003409,6.162253,6.383189,1.829926,2.075018,3.287218,3.029399,1.300169,1.470648,2.034115,2.161746,3.703893,1.996187,2.546321,2.900533,1.087728,0.314973,0.507687,0.580178,1.922366,0.386525,0.49434,0.651051,36.203694,12.160839,20.62239,13.420576,16.299823,23.358175,22.038181,30.002841,20.545904,28.884856,21.314785,23.105998
8.367528,7.352227,16.065811,16.082925,7.331793,6.148715,10.82911,12.294762,3.399749,4.482178,6.709618,8.102644,5.230996,4.626904,7.37915,6.205533,1.194876,1.060034,2.11378,1.931322,2.181599,1.659083,3.656263,3.321069,5.498272,32.905382,3.85793,29.50024,1.967315,52.41625,6.304741,31.457017,27.458982,27.019476,41.858125,25.500998
10.281244,20.005014,29.033028,34.830215,4.71137,16.743294,11.332054,20.004253,2.60391,6.725674,5.370234,7.304327,5.224311,10.096279,9.924643,11.189403,1.551136,2.501179,2.574822,3.005841,2.332092,3.587289,3.695796,4.090448,30.849845,26.557327,27.856719,47.570328,33.749616,74.147836,9.691835,35.850933,25.715526,38.489892,40.302222,43.44534
5.310651,6.480894,9.694122,7.017898,2.590466,3.092363,3.794941,3.563536,4.117525,4.757212,5.264115,6.218849,3.475578,4.447134,3.872595,4.350884,0.591868,0.756712,0.814955,0.835365,0.855129,0.842557,1.170786,0.926856,48.035315,37.104002,19.104419,37.793416,16.242967,62.164544,0.146784,28.390274,0.112148,7.930166,0.645113,10.115103
7.475379,9.558261,12.015968,10.82707,4.593174,6.931454,6.242599,7.824677,7.980494,11.947287,9.377317,11.444352,20.51088,23.224351,37.040285,27.886653,7.900838,7.489902,11.920374,8.71095,19.08288,17.588775,24.59541,19.592437,27.635667,18.591819,16.356789,30.335321,19.817516,70.76806,4.922955,33.527332,6.988144,25.170198,7.398786,26.746323
6.520033,14.763243,11.984615,15.974429,5.112584,11.511265,9.019775,14.436355,7.442971,13.521366,11.752241,15.837966,15.181144,25.059682,18.961909,23.855518,7.27683,9.274748,7.737758,8.251493,9.922307,12.194012,10.359048,10.929235,3.951649,14.27219,2.843356,34.681421,2.147052,53.974146,7.930788,32.428567,32.588832,59.044471,35.302092,63.333284
8.383339,8.258547,15.096796,10.764229,6.129794,6.802829,7.445896,8.879954,17.38838,24.336044,20.295463,27.715569,6.423927,5.909063,5.223773,5.475453,1.87691,1.1485,1.047945,1.143935,3.722875,2.037648,1.745167,1.708704,49.930152,13.701135,45.026376,23.181187,49.512993,69.175385,16.16515,45.321112,41.20455,72.411985,37.316982,74.02511
16.738084,6.671956,21.909339,10.769707,6.926646,3.782387,9.187478,6.77777,4.996429,3.768862,6.477906,5.589268,10.750707,10.319037,12.170123,13.356593,1.44021,1.445618,1.701865,2.029804,1.875901,3.59437,2.076532,3.632115,2.985972,4.264458,8.691801,31.771376,19.585572,74.291701,8.152754,40.332472,4.109071,17.125777,21.398732,32.623137
8.001082,7.872711,8.674029,12.375126,4.568274,4.891244,5.598886,8.354251,3.078131,3.310468,3.686574,5.308331,6.709883,8.57212,7.819866,12.653214,1.753349,2.527224,2.108807,3.396579,2.800793,3.793456,3.07553,5.700735,20.114005,37.98567,19.052536,43.924207,14.553619,44.343375,29.04032,49.803687,44.519043,52.439662,49.598659,67.447715
10.770038,8.278276,18.464691,13.168401,8.279527,10.509868,15.202137,16.426811,14.206199,17.245815,27.705687,27.320046,7.133871,7.687171,8.146634,12.345336,1.903212,1.616247,2.019748,3.351415,3.545,2.827482,3.221484,6.117191,5.773627,8.337963,2.371134,17.286633,0.372294,11.971158,0.372387,9.805555,1.831662,6.857786,1.38269,9.576109
6.650707,9.027035,11.085275,11.774671,3.279497,5.997441,4.648457,6.415665,5.968967,12.368799,8.428518,12.637763,11.384304,36.308841,10.863513,15.550484,3.804456,14.12943,2.72683,3.326791,6.64096,24.91152,4.526906,5.822712,4.971198,13.173626,4.826325,20.280249,1.144408,51.46105,2.400562,34.515063,3.768221,32.365257,6.632569,51.124426
24.892818,23.335241,39.911465,29.811851,14.103552,17.438415,21.815862,24.996404,38.373068,77.432715,65.878048,114.707113,12.540943,17.504277,17.237394,21.663722,1.552678,2.071682,2.334784,2.689042,1.927911,2.239432,2.705476,2.27003,8.230926,23.305587,1.333563,16.395407,2.129345,8.491616,0.278782,15.683539,3.490227,13.201445,20.30272,40.926396
4.387425,8.072335,8.422497,14.167356,2.793266,3.955289,4.885519,6.251501,1.831076,3.529476,3.394552,4.449875,3.754936,6.757516,4.777158,8.430073,1.023145,2.163149,1.306201,2.69859,2.09434,3.517539,2.253603,4.652013,24.070022,29.427312,24.454863,44.32976,22.023078,36.506669,25.409644,48.270229,42.67798,57.497991,35.324203,68.733333
8.766853,10.139519,21.774359,14.512513,4.314358,5.316608,9.731093,9.241966,5.266167,7.808919,13.135615,14.168207,7.184688,11.24125,14.572534,16.885711,1.666635,2.893844,4.160022,5.016069,2.019449,3.25016,5.137277,5.470267,7.771588,20.19135,7.151666,32.439816,1.372842,30.188429,1.239755,19.853128,4.20837,18.031184,8.013103,26.848034
15.523025,17.989098,13.959261,11.928572,7.107656,9.383374,7.845604,10.427668,12.187012,25.276177,17.647424,30.082229,8.578656,12.20175,10.926681,13.554025,1.437535,1.797366,1.671794,1.996367,2.243521,2.954189,2.758614,5.097879,17.914382,21.985085,13.066465,27.667033,9.861608,45.021343,13.126196,41.310522,25.888242,40.994497,21.257791,41.060544
12.074669,10.220039,18.701098,10.41517,4.428042,5.295594,5.893644,4.560608,8.150601,14.091845,14.557487,14.576039,7.937786,7.456306,5.961309,4.566487,3.85774,2.19614,1.828353,1.263658,4.636663,3.507135,2.652833,1.880612,35.699658,12.613817,16.766958,13.692752,36.467286,62.639006,36.312639,45.408201,1.122182,0.496482,29.692909,13.653541
19.095318,20.890946,26.310563,23.498325,10.606833,11.543403,14.271953,12.968674,10.402198,11.506486,13.785768,12.912351,9.928564,9.346586,9.098507,9.828818,2.817714,1.908775,2.630624,2.454646,4.338045,2.676319,2.846646,3.193934,28.29805,46.401083,20.384903,49.913072,14.939621,34.355791,14.600137,32.329225,21.86289,41.661794,13.853896,38.292827
9.916546,11.274708,20.696263,15.605748,5.808197,6.919062,11.046375,10.415772,3.15209,6.380215,5.360833,5.957216,3.017633,4.319171,5.021957,5.342358,0.887467,1.22176,1.245186,1.28737,0.517731,0.805843,1.066253,1.064816,10.391501,33.459603,3.188039,30.403181,1.357446,29.163506,4.175565,21.511502,11.440592,24.72896,25.147812,31.260385
13.603327,12.402857,18.772466,14.952649,7.734167,6.952238,10.474152,8.427123,4.290757,3.416027,4.553172,3.696568,5.588577,4.594172,6.538209,5.166414,1.268536,1.093354,1.67465,1.412656,1.566788,1.439096,1.797666,1.576942,4.87334,1.129759,22.868631,41.432992,13.691448,65.892175,8.977404,35.817879,9.781495,52.277481,8.33358,44.408633
11.115619,12.288385,12.061615,16.375735,4.838436,5.990061,5.955394,7.54898,6.676813,9.178479,12.229682,14.881957,16.46287,14.141017,8.96565,10.095794,5.172883,3.055987,2.528525,2.682601,9.459292,6.09142,4.602199,4.940581,22.114726,48.717972,21.377312,48.364505,5.94944,55.571176,15.254816,45.208031,18.204228,26.308607,23.344946,36.93419
10.060969,10.50812,19.14214,18.809482,8.790748,7.777555,18.330739,17.774833,9.759234,8.46182,20.111179,19.647905,6.042909,5.364983,9.288601,8.83436,1.845534,1.329423,1.990606,1.922706,2.844664,2.101702,2.752588,2.653925,45.616548,28.72047,45.910117,46.289381,31.508336,42.312567,15.614624,29.532128,12.442938,17.208314,10.979029,19.962686
11.8126,13.27146,22.593716,20.164113,5.666844,7.297223,15.96295,10.212481,11.382014,14.793999,33.895137,22.53612,8.606657,16.579226,10.630245,11.285264,2.817319,4.982732,2.122719,2.906937,6.145613,9.524228,3.906717,5.31414,24.440661,22.14423,10.531986,33.621488,8.661276,37.723505,53.857451,77.73787,61.787699,78.766937,62.069351,83.139011
15.240781,22.45681,27.252116,28.661629,11.087276,14.307316,15.792456,19.78176,17.431347,18.73192,15.037993,19.381984,8.269129,14.136169,8.430943,9.945934,2.054031,3.380357,2.169918,2.978212,3.542981,6.603963,2.704089,4.025584,17.671888,25.177561,5.52873,46.526594,18.251643,77.517884,4.180761,48.856401,31.761897,48.29871,42.540863,57.29968
18.190628,38.53241,21.394056,28.624618,7.514651,11.372257,9.796517,12.979413,13.588915,11.641272,21.537817,19.657012,12.610393,12.481097,15.084148,16.98135,2.481844,2.240781,2.530145,2.638016,4.164151,3.417734,3.889311,4.120363,6.056629,12.983669,9.222614,25.824744,16.262383,57.992698,23.77661,40.16338,24.804446,29.508153,29.347073,19.888829
6.383472,19.828136,13.094994,19.074081,3.390676,7.275929,5.024306,7.537859,4.848361,7.709794,5.851088,7.248669,22.900325,25.16033,19.33812,22.720711,10.870063,8.415235,5.949846,6.354633,23.463711,15.757791,12.750229,12.765927,3.98703,3.317183,2.57581,14.725485,1.443643,41.925183,0.531517,22.736311,0.412355,12.495179,0.794673,15.648665
17.740016,11.992597,18.29764,20.020422,7.584668,7.951151,10.090219,10.236564,5.00553,7.799206,9.177416,8.528237,10.498775,12.371976,15.162056,17.814667,3.183429,3.224405,8.510296,14.398408,1.1467,1.431198,1.716901,3.803694,9.438874,3.163123,15.358672,28.563165,33.005574,85.380518,3.209359,50.052137,4.764823,32.554466,8.901554,32.227712
16.174852,11.909759,25.526118,23.072698,8.610513,8.33172,13.298343,14.329068,4.642707,5.432717,7.845041,8.065506,6.274091,5.050082,6.680799,5.98244,1.067112,0.784675,1.189141,1.164327,1.665858,1.280948,1.971909,2.123859,5.883957,18.213582,2.580938,30.623587,1.221757,43.507745,0.38603,21.345484,2.435233,14.6533,6.89526,14.560838
17.790497,9.559377,20.240276,13.161909,12.126055,5.592508,12.496172,8.786746,10.884807,4.764859,12.00918,8.835252,8.422385,4.359031,8.788614,6.659412,1.60833,1.002239,1.761049,1.381845,2.145872,1.35071,2.270663,1.708565,0.895633,3.577762,0.110123,0.185243,0.514972,12.132729,1.612183,5.660246,0.862014,5.137075,5.902142,11.828214
15.829136,16.667545,32.286618,33.193523,10.061586,9.672987,18.28189,25.1378,46.298039,43.158017,79.698952,89.513461,33.070837,25.934574,36.043146,42.814667,5.229651,4.993215,10.487845,15.834625,3.719542,1.95721,3.10821,3.480215,0.05764,0.091408,1.496872,5.791927,0.818882,36.692183,0.240208,20.92221,2.011204,17.761304,3.935258,13.69346
14.872334,18.022638,15.748705,20.954886,3.749387,4.941742,4.123199,4.628979,2.157976,2.470135,2.430419,2.296665,4.450906,5.138328,4.410475,4.497988,1.621689,1.518845,1.350026,1.445697,2.157496,2.073469,2.209064,2.263654,54.290135,56.578488,43.275581,60.869853,7.415714,66.525518,0.963183,41.059163,1.555219,27.945347,0.062953,36.319515
5.956241,5.2002,3.41478,15.67154,3.079484,2.701798,2.887839,5.396454,3.205114,2.341103,8.01419,4.988554,5.268954,6.6339,4.196822,7.119189,0.673196,1.373491,0.573608,1.49958,0.559605,1.728937,0.622813,2.394422,19.949384,31.230897,17.467353,47.784747,32.382829,82.784112,2.336955,16.747165,3.420109,7.068365,10.435338,10.706017
18.825933,26.845858,19.857756,22.762958,9.461567,16.12515,10.675056,11.748386,13.411913,14.734272,15.518585,14.634965,63.094149,16.305522,15.802802,9.626093,26.32789,4.785418,6.751968,3.214264,62.54742,8.078722,16.82257,5.55157,55.236969,29.037427,24.98467,43.274291,38.885153,77.523575,31.861095,49.508342,37.065138,44.76434,45.946238,44.341792
12.118589,8.051354,19.021574,14.72312,5.483417,4.194837,7.126714,7.020922,9.277251,8.754741,12.385388,14.899842,8.772916,5.565383,7.43567,6.901878,1.925648,1.142371,1.672451,1.437614,3.997404,1.769993,3.059699,2.277906,16.142116,18.098351,19.956149,37.859928,22.349133,77.032951,11.745325,48.806537,20.264804,24.498671,29.087078,30.142133
21.926026,25.784613,41.006087,32.053026,12.792995,18.117456,25.528831,31.010977,28.543343,56.085506,64.970564,96.332793,7.167684,10.072699,10.74991,12.176852,0.940173,1.22797,1.811166,1.66576,1.400763,1.482206,1.948821,1.6521,18.569724,11.318146,18.982144,24.967457,3.087384,61.058244,13.769137,30.155046,21.489401,29.234484,27.358744,34.320833
9.285147,8.561705,15.557345,16.071334,7.260902,8.459975,16.221899,19.27791,12.124249,14.557008,39.017144,46.80458,4.879143,5.996417,10.088996,11.84955,0.7753,0.871794,1.456562,1.617163,0.919336,0.950773,1.406404,1.344268,17.021151,16.63064,11.845004,21.68555,10.387576,52.115663,11.462403,17.450362,11.251491,15.264112,14.668374,16.888824
7.593777,6.072075,11.271938,9.52511,3.379396,2.985099,5.895086,5.272311,1.8154,1.850546,2.637679,2.720644,3.447593,2.907052,4.659279,4.340911,0.780936,0.544303,1.273525,1.037848,1.055566,0.674152,1.653947,1.51187,12.406846,7.576352,16.729788,17.564901,18.027291,37.909542,26.245526,30.172044,33.144074,28.055694,36.407389,26.294182
12.077309,9.434973,12.061845,9.43678,7.391864,5.891762,15.186487,12.100712,23.512903,15.031404,61.344161,55.695486,13.186406,11.712162,21.750351,19.593737,1.888561,1.765598,2.51642,2.118251,2.678363,2.509173,2.936726,2.636575,7.338843,12.382936,8.687687,20.502847,4.198101,35.318278,12.549303,40.051498,5.532268,18.969823,5.228969,17.97974
10.744687,8.883731,17.110314,13.807711,5.549008,4.177761,7.146797,5.370398,11.407396,10.652887,19.166221,17.119272,5.520698,5.426554,7.775188,6.478527,0.848324,0.690854,1.385181,1.018577,0.941398,0.745197,1.401905,1.206796,8.902393,1.928382,15.103484,9.132845,5.287138,39.509197,14.323578,32.185042,13.422688,24.584288,19.813236,24.461122
12.321327,12.909115,25.175026,13.545961,7.533897,6.081312,16.145323,9.890276,4.560012,4.782011,7.911868,6.701205,7.959872,7.939328,13.811674,10.155914,2.157394,2.207835,3.548477,2.589637,3.049399,3.248324,4.625958,3.130735,4.574105,2.66825,14.248448,32.394278,41.060013,76.851984,0.631164,29.886919,0.412871,5.718844,4.607425,22.466632
3.631973,6.417797,8.982902,6.528777,2.220558,3.317886,6.445158,4.306683,2.638037,3.315594,7.654431,7.890763,2.582505,2.838238,5.288357,3.692851,0.354193,0.456525,0.914249,0.641946,0.426959,0.545092,0.99454,0.649897,12.205254,0.930561,15.688601,13.635832,22.577449,40.661945,3.176248,34.199552,1.07629,20.74638,0.166533,13.198469
9.639174,9.66705,12.428103,16.841286,6.875427,8.269989,8.749119,15.752426,13.979885,16.323672,16.51292,27.654516,6.657478,6.922924,6.931763,11.599068,0.997635,0.934784,1.280877,2.128307,1.74781,1.214797,1.871094,3.245489,3.58128,15.456071,1.157995,29.968078,0.562471,26.011863,0.041877,15.672477,3.293296,18.35952,3.286724,19.901634
